job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
5513,Chief Revenue Officer - High Growth Speciality Finance Company,"US, NY, New York",,,"Fundation is a technology-empowered direct lender that delivers small balance commercial loans nationwide. The firm provides fixed rate loans up to $500,000 using its own capital. Fundation fills a void in the small balance commercial loan market by offering loans to businesses that banks are unwilling or unable to lend to, and those that desire a simplified process, with capital on terms that will enable them to grow.","We are seeking to add a new leader to our growing company.  We are seeking a passionate professional to help us design, build, innovate and oversee strategies within our direct marketing and business development functions.  This person will also provide thought leadership to our company towards increasing franchise value through new product development and building scalable distribution channels.Overview:This is a rare opportunity for a truly driven professional to drive strategic and operational development in a transformative business during the early stages of its “J” curve.  We have built and operate a world-class technology platform that delivers commercial loans up to $500,000 to businesses nationwide using credit and business process automation.  We are backed by one of the largest private equity firms specializing in the consumer and commercial finance industry and our business is growing substantially. This role will report to our Chief Executive Officer directly.  This professional will build out our systems, processes and personnel to:Drive customer demand through direct marketing effortsOversee a highly talented team of business development professionals that are working within specific industry verticals and other markets to build scalable distribution partnershipsIdentify, negotiate and execute large-scale partnerships to drive customer activityOversee brand development and increased brand awarenessLocationNew York, NY or Reston, VirginiaCompanyFundation is a high growth, private equity backed company.  Our innovative platform uses advanced technology to predict credit risk and price loans for the small balance commercial loan market (loans of $50,000 to $500,000).  Our product and brand was carefully designed to create a unique value proposition for small businesses seeking debt financing: expedient credit decisions, a simple application process, simple products, competitive pricing and all electronic processing.  We intend to originate over a billion dollars of small balance commercial loans in the next several years.","Demonstrable prior success in driving demand through marketing and business development techniques and developing large-scale partnershipsAt least 10 years of professional experienceKnowledge of the credit and/or capital marketsWell versed in financial products and servicesStrong analytical, interpersonal, and presentation skills",Salary and bonus commensurate with experience and capabilitiesComprehensive benefits packageWorking with an outstanding team,0,1,1,Full-time,Executive,Bachelor's Degree,Financial Services,Business Development,0
12391,Digital Marketing Executive,"GB, , London",,,"Born out of the leanest of lean methodology, ParcelBright has grown exponentially in a really short space of time. We are a well-funded startup, excited to be expanding our team and launching the rest of our product range.We hire friendly, hardworking and ambitious people. We love what we do and we like people who’re excited to come to work every day. Challenges are embraced at ParcelBright, and we try to learn from every single one.Talent and passion are traits we look for in our people. But more than that, we want folks that question the norm, and always look for better ways to do things. Innovators, creators and forward-thinkers, step this way…By the people for the people, 1000s of our customers love our product and service sooo much they have even joined us! Our second ever customer is now heading up our operations and helping to improve the customer experience day to day. Whilst still holding a massive eBay rating and keeping us on our toes.Located in the heart of Silicon Roundabout we are surrounded by the coolest places in London and believe us, we take full advantage of it! Regular drinks out and desk beers are the way forward.","We're looking for experienced, collaborative, and creative marketing maven software to join our growing team. Based in Old Street, London, ParcelBright helps 1000s of customers daily save time and money shipping their parcels.About usParcelBright helps 1000s of customers daily save time and money shipping their parcels.We provide a one stop parcel delivery solution for businesses of all sizes. With discounted, tailored rates and smart processing we help businesses sending from twenty to thousands a week at the best rates.ParcelBright works with large high street chains and independent e-commerce stores providing total logistics handling via our product range: #URL_c1a7356dee97012c1db2521aecf1eb5714eeba520ef045ca800ed08842e3d370#, ParcelBright Despatch and API.Based in Old Street, London, we have recently secured funds to accelerate our growth and are now looking for a talented, experienced and collaborative Marketing superstar to spread the word about ParcelBright, look here to see what our customers say about us!","ResponsibilitiesYou’ll be responsible for the strategic plans and implementation of marketing programs to drive profitable growth.You’ll also be working collaboratively with cross-functional teams including product development, customer support and the rest of our growing company to ensure that your marketing plans are properly communicated and implemented.Opportunity to build the channels that will define the growth of the company.Develop and brand strategies and a creative platform that communicates a compelling value proposition for current and prospective users; collaborate across functions to drive your vision.Driving customer acquisition across online and offline channels.Writing content and handling our social media strategy.What we are looking forWe would love to hear from you if:Extensive experience (3+ years) executing digital marketing, SEM, experiential campaigns, offline marketing, partnerships and sponsorships, and social media-driven marketingFamiliarity with SEO, social media, CPA/CPC, referral and affiliate programsBudget ownership and control of allocation of spend across all channelsOutstanding communication and presentation skills; able to articulate a vision, strategy or idea clearlyThe ability to work at both strategic and tactical levels… not afraid to “get your hands dirty”Self-starter: take charge and deliver on your own, pro-active and independentStrong analytical, planning, and forecasting reporting skillsMetrics/data driven, fan of quantitative analysis and A/B testingAbility to thrive in a fast-paced startup environmentBonus points if you have an understanding of scalability and have worked in a startup environment before where your impact has been visible.","What you can expect from us:Flexibility, because we are interested in the quality of your work, not the hours you put in.Space to do things right and build rock solid marketing implementations.Try new marketing tools and help making decisions with the founding team.We value people who are passionate about improving themselves and the way the team works.Competitive salary, according to your experienceFlexible working hoursA conference budget",0,1,0,Full-time,Mid-Senior level,,Marketing and Advertising,,0
8399,Japanese Data Analyst,"GB, LND, London",,30000-35000,"Growing out of Forward Internet Group, Scramble has 6 years’ experience of running Internet marketing campaigns. Our focus is on developing smart, automated solutions to maintain our track record of aggressive growth in an ever-more competitive advertising space.","We are looking for a Data Analyst to join our growing team to develop and manage PPC accounts. Your day-to-day responsibilities will include using data management tools like Excel and MySQL to review and analyse Adwords data in order to improve the performance of our campaigns.  You will collaborate closely with the rest of the team to help to create new processes and identify opportunities to grow our business.You will work across several markets, but Japan in particular is an important market and therefore fluency in Japanese is a key requirement of the role.","Essential skills and Experience●      Excellent Excel skills; including pivot tables, graphing, vlookups, logic statements and formatting.●      Adwords account management; knowledge of PPC best practice and account performance●      Data analytics; able to query, extract and transform large datasets.●      Website analytics and tracking systems; experience using tracking solutions with particular emphasis on URL tagging to monitor performancePreferred skills●      SQL; creating and updating tables, joins and unions●      Management of large-scale, complex Adwords accounts; demonstrable experience of delivering strategies for growth and improving ROI●      Google Analytics; up-to-date knowledge","Some other things you might want to know about about usWe’re a small team (currently 12) of hard-working software developers and data analysts who believe that innovation comes through collaboration and we apply this through agile project management, daily stand-ups (which always include our remote workers) and regular retrospectives to track and evaluate our performance.We value diversity. We have a multi-cultural team with more than half our people originating from countries outside the UK. We believe that embracing this cultural diversity is one of the keys to our success.We have just moved into a great new office space right on Exmouth Market. We have a spacious open-plan office (with the now obligatory ping-pong table and Xbox you’d expect of any decent start-up office!). We’ll provide you with a high spec laptop and all the equipment you need to work effectively.Our benefitsIn addition to your salary we also offer a flexible benefits package, which includes a contributory pension scheme and a variety of options including health insurance, cycle to work scheme, cleaning and gym membership. We also offer a flexible work policy, with the ability to work from home.",0,1,0,Full-time,Not Applicable,,Online Media,Data Analyst,0
7173,PA/Office Manager,"GB, LND, London",,,"NOW: Pensions is a UK based multi-employer trust serving thousands of employers and hundreds of thousands of employees from a wide range of sectors. A subsidiary of one of Europe’s largest pension funds, Danish pension scheme ATP, NOW: Pensions offers a simple and cost effective workplace pension solution direct to employers and via advisers and the payroll sector.To help employers meet their auto enrolment duties, NOW: Pensions offers an online sign up tool which allows employers to have an auto enrolment compliant pension scheme set up within 24 hours. Each employer has their own interactive microsite where they can upload their regular files and receive reports. In April 2013, NOW: Pensions became the first master trust to attain the NAPF’s new PQM Ready Standard. The benchmark shows employers that NOW: Pensions is a well governed pension scheme with low charges and good member communications.#URL_5e895ecb5c090334176a772a25e678438999d012d2a2dd01b82c8c1533a68099#","NOW: Pensions has as a fantastic opportunity to join our fast growing organisation at our head office. We are looking to recruit an experienced and capable PA / Office Manager. This is an all-encompassing administrative role that among other things will cover:Drafting and typing documentsReception dutiesPA to several senior managersMinute taking at meetingsComplex diary and inbox managementArranging travelProcessing expensesProducing PowerPoint presentationsOffice management i.e. dealing with suppliersArrange couriers and postYou will also need a ‘smiley’ personality as the team is very friendly. You will be a pro-active, vibrant, outgoing and confident in dealing with people from all levels. You will be calm when working under pressure, possess an excellent telephone manner and be unflappable when juggling multiple tasks.Location: 164 Bishopsgate, London, EC2M 4LX",Previous PA and Office Management expeience required.,"As an employee of NOW: Pensions you will benefit from a discreationary bonus, great pensions scheme, 30 days holiday, private medical insurance, life assurance and free fruit at the office",0,1,1,Full-time,Associate,Unspecified,Financial Services,Administrative,0
6897,Regional Sales Representative(Chicago),"US, IL, Chicago",,,"At Atlas Lift Tech, safety always comes first!  We are a fast growing company with an innovative vision of making Safe Patient Handling and Mobility (SPHM) programs available to hospitals systems nationwide. ATLAS is the first company offering safe patient handling and care staff training programs that protect healthcare workers and patients from the dangers of manual patient handling. Our unique team brings together bedside training, education, and program management to empower care givers to reduce workplace injuries, improve patient care, and create a culture of safety.","Atlas Lift Tech is looking for a Regional Sales Representative responsible for developing key customer relationships within the HealthCare industry for our Safe Patient Handling and Mobility (SPHM) programs to join our Sales team.  The Regional Sales Representative must be able to clearly articulate Atlas Lift Tech programs' capabilities and services to both our internal key stakeholders and external customers.  S/he will be expected to deliver high-value solutions promoting a culture of safe patient handling and to be the pre-eminent provider of hospital and health system safe patient handling solutions.      Additional responsibilities include, but are not limited to, the following:Establish and maintain wide level of relationships within the account including but not be limited to: RNs, Health &amp; Safety, Materials Management, Key Physicians and safety related task forces and committees.Identify leads and prospect for new customer throughout assigned regions; builds relationships with higher level stakeholders (e.g., C-Suite).Understand and execute on Atlas Lift Tech’s sales strategy and plans at the account level. Ownership of various account types and sizes, responsible to increase account penetration/compliance rate.Review and analyze financial data to better understand the state of the business and achieve goals; communicates quantitative and qualitative value to customers.Participate in national and regional healthcare conventions and exhibits as needed to promote, grow and develop new and existing client relationships.Increase the organization’s ability to track field performance/activity and sales results by recording sales activity on a regular basis using them for call preparation/follow-up and to record market intelligence data.","Education/Experience:Bachelor's Degree in the fields of business, healthcare, healthcare management or the equivalent professional experience in a related field.3 – 5 years’ experience as a sales representative in the HealthCare and/or hospital sales experience preferred.Requirements:Demonstrative ability to manage entire sales process from prospecting to closing maximizing contract compliance.Relationship building and business development expertise; must be able to effectively communicate across all clinical and business decisions makers within an account-system.Possess an appetite for sales, building pipeline and surpassing sales quotas.Professional selling skills across a wide range of sales contacts including (i.e., executive, director and manager focus).Qualifications:Proven Track record of new business sales preferable within the Healthcare industryAble to articulate and execute a business propositionPossess specific understanding of healthcare &amp; hospital safety regulationsStrong communication skills (verbal, presentation and written communications)Action oriented, perseverance, drive for results to exceed sales quotasHigh level of organizing, planning and time management skillsStrong computer skills with proficiency in Microsoft suite (Outlook, PowerPoint, Excel) and customer relationship toolsMust be willing to travel about 50-80% locally to assigned accounts and to company meetings when planned.","At Atlas Lift Tech we are innovators and we value individual contributions! We encourage continued education, priding ourselves on offering re-certification assistance. We offer a competitive compensation package based on your valuable experience.Other benefits include:Compensation package including commission: $120,000 - $150,000+Health Insurance for full-time statusSick / Vacation / HolidaysFlexible Spending AccountCommuter BenefitsPromotional opportunities for driven employeesFree Health ScreeningsFree Yearly ImmunizationsInnovative environment",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Hospital & Health Care,Sales,0
6425,"Director, Product Development","IN, TN, Chennai",R&D,,"Visual BI is one of the leading and fastest growing firms focusing exclusively on BI &amp; Analytics. Our offerings cover end-to-end BI services, industry and domain-specific solutions, custom visualization controls (SAP Dashboards and SAP Design Studio) and cloud-based analytics.Headquartered in Plano, Texas, Visual BI has won recognition from customers for driving high-touch engagements driven by our team of platinum-level experts, an agile delivery model and innovative solutions.Highlights:* Ranked by CIOReview as one of the Top 100 Big Data Companies in the US* Dedicated Visual BI Labs facility in San Antonio, TX, to support R&amp;D and innovations* Partnerships with established vendors such as SAP, TIBCO Spotfire, Tableau and MongoDB* A culture that encourages to look forward and think aheadMission: Our Goal is to become one of the leading firms worldwide in terms of brand recall &amp; excellence in the field of Business Intelligence &amp; Analytics by driving BI adoption with our innovative analytical solutions and applications.","- Build and lead a best-in-class technology Product Development &amp; Engineering organization that delivers cutting edge analytics offerings - Strategize with executive team to define product development vision, roadmap, pipeline and release milestones - Successfully execute product development objectives from concept and feasibility to full release, over one or multiple well-defined iterations. - Drive the development of product use cases and creation of requisite documentation and plans covering areas such as Market &amp; Product Requirements (MRD / PRD), Intellectual Property, Use Cases, Usability Design, Product Development, Alpha and Beta Design &amp; Testing, Quality Assurance, Risk Management, Product Documentation, and User Training - Drive the high level architecture and design by working with the CTO to ensure scalable design and performance - Drive a “Get it Right First Time” culture by establishing phased gate reviews at each step of product development. - Ensure on time delivery of products that meet requirements and customer expectations, within budget. Drive a “Get it Right On Time” culture by ensuring robust estimation &amp; planning processes. - Provide expertise for business &amp; technical specifications for new and existing products (enhancements) - Inspire, mentor and educate the engineering team providing guidance in relevant areas including technical, program management and product development. - Build a sustainable product development organization by establishing processes, frameworks, standards, templates and guidelines throughout the product development lifecycle - Develop Product Marketing Strategies and Plans - Market Analysis &amp; Research; Analyzing Competition - Marketing Communication, Including Preparation of Collaterals (Case Studies, Datasheets, White Papers, Brochures, Presentations, Press Releases etc.) for Software Products - Constantly Publishing Blogs and Articles to Establish Thought-Leadership - Preparing &amp; Maintaining Websites of the Product Are you looking for exciting opportunities in core product development with a top notch R&amp;D organization? Does the idea of leading a team to develop cutting-edge, patented controls using Javascript, HTML5 and CSS3 appeal to you?Then this role is for you.We are looking for UI Leads who can drive the development of front-end controls and integrate them with proprietary  (e.g. SAP BI) and open source BI platforms. Specifically you willLead a team of front-end developers to develop javascript-driven visualization controlsIntegrate visualization controls with platforms like SAP BI using proprietary SDKsMentor the team and lead by example by driving best practices in coding, standards, compatibility, performance, documentation and reviewsDeliver quality products as per estimate &amp; plan Ensure that deliverables are highly optimized for performance and usability across browsers and devices","The candidate should be able to share a strong, referencible portfolio of javascript deliverables. In addition, candidates would have to go through a hands-on asssessment (~3 hours) on a specific problem6+ years of experience in product development in leading a high-performance teamSkilled in HTML5, CSS3 &amp; OO JavascriptAgility and experience in Agile/Scrum methodologyExperience in jQuery, Ext and similar Javascript frameworks;Experience in visualization frameworks such as D3, Highcharts a plusExperience in nodeJS a plusExperience in developing web components using Javascript- 10+ years of overall experience - At least 5+ years of experience driving technology product development; Prior experience in delivering cloud-based products a plus - Degree in MBA from a premier institute - Excellent communication and presentation skills",,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0
14213,Sales Operations Manager (Boston preferred - remote options available),"US, MA, Boston",Sales,80000-120000,"InVision is a venture-backed startup working to create the world's best design communication and collaboration platform.We're passionate about finding ways to improve how companies think about their design process. That's why designers at so many of the worlds most beloved startups, agencies and corporations use InVision every day.","InVision is the world’s leading design collaboration platform.We enable companies of all sizes to discover the power of design-driven product development.  That’s why designers, product managers, marketers and other stakeholders at so many of the world's most loved designers, agencies, &amp; corporations use InVision every day, including Zappos, Evernote, AirBnB, and Yammer.Built to foster collaboration and iteration, InVision helps our clients design, review and user-test a product before writing a single line of code, with tools for design prototyping, feedback, task management and version control.We’re well-funded and venture-backed by prominent investors including FirstMark Capital and Tiger Global Management.We're looking for a Sales Operations Manager to make our sales operations sing.","About YouMin of 3-5 years experience working in an operations capacity with an inside SaaS sales team.Strong organizational and analytical skills.Basic familiarity with Salesforce administration (new user creation, customization and configuration of fields, views, reports and dashboards).Obsessive attention to detail.Bias towards immediate action and results Willingness to learn and adaptConsummate multi-tasker who can wear multiple hatsResponsibilities Identify internal process gaps and work to implement solutions.Manage processes, infrastructure and tools that enable smooth functioning of sales team and visibility into performance.Oversee sales metrics reporting and forecasting.Manage Salesforce CRM implementation and user adherence.Develop strategic internal process to optimize sales scalabilityCollaborate with VP of Sales on management of internal sales playbook",Highly competitive salaryStock optionsPremium health coverage  Macbook AirMembership at health club of your choiceUnlimited books from AmazonUnlimited Starbucks cardHalf-day Fridays!,1,1,0,Full-time,Associate,Bachelor's Degree,Internet,Sales,0
11404,Contract SilverStripe Developer,"NZ, , Wellington",,,"SilverStripe CMS &amp; Framework is an open source platform of web development tools. The platform is curated by SilverStripe, an international web development company and supported by a vibrant online community. We take pride in being a locally owned New Zealand company, founded by three people passionate about the limitless possibilities of the web. They share a vision - to reshape business through the web. Top developersSilverStripe is one of New Zealand’s top developers of websites and web applications. We’ve been in business since 2000 and in that time we’ve gone from strength to strength. Our technical expertise has earned us a solid reputation around the world and because of the leading edge work we do, we are able to attract and retain a wide range of talented and dedicated people from within New Zealand and abroad.Open sourceWe are strong advocates of open source software. Our flagship product, SilverStripe Content Management System (CMS), is a free, open source download, alongside SilverStripe Framework, the powerful core underpinning the CMS. We have seen strong growth in adoption of our software around the globe. Many of our larger customers are now developing unique and novel solutions on top of SilverStripe and are integrating our software deep into their own product offerings.Core values &amp; kick ass cultureYou will be working alongside super smart designers, developers and project managers. They’ll share their love of the craft with you and help you grow your skills. There are plenty of opportunities for learning — we pay for developers to attend the usual range of conferences and meetups, and we hold our own internal monthly Hack Day and Show &amp; Tell talks.SilverStripe is big on things like building trusting relationships, sharing ideas, being open, using technology to solve important problems, and helping others reach their goals. We actively foster a culture that supports these core values. Our culture kicks ass.","We are looking for a contract SilverStripe developer to work on-site with us for 1-2 months, as part of our ""Field Agent"" programme.",,,0,1,0,,,,,,0
3370,Graduates: English Teacher Abroad ,"US, MA, Boston",,,We help teachers get safe &amp; secure jobs abroad :),"Play with kids, get paid for it :-)Love travel? Jobs in Asia$1500 USD + monthly ($200 Cost of living)Housing providedAirfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#",University degree required. TEFL / TESOL / CELTA or teaching experience preferred but not necessaryPositive attitude required. Canada/US passport holders only,See job description,0,1,0,Contract,,Bachelor's Degree,Education Management,,0
6931,Security Sales Executive,"AU, NSW, Artarmon",Sales,,"Founded in 1997, The Missing Link is a premium provider of information technology solutions across applications, infrastructure, virtualisation, security, storage, telecommunications and cloud services. We draw on a range of premium partnership relationships with the most respected brands in information technology. Some of our tier-one partners include IBM, Lenovo, Microsoft, NetApp, Cisco, VMware, Citrix, Telstra, Dell and HP. The Missing Link has grown year-on-year from modest beginnings to be recognised as one of Australia’s most-awarded IT solutions providers. There’s no secret to our success: we’re passionate about responding rapidly to our client’s needs, working collaboratively on solutions, delivering on time and on-budget, and over-delivering on service expectations. Why The Missing Link ?We offer an exceptional working environment and cultureFunky converted warehouse layoutFree breakfast and soft drinksFree indoor gymRegular social eventsMonthly bonus incentives","The Missing Link is looking for an experienced and talented Security Sales Executive to join our team.The ideal candidate will have a proven track record in building and developing client relationships; selling multiple vendors’ solutions. You will be responsible for winning new business while exploring opportunities within The Missing Link's existing client base. To do this, you will be client focussed, self-motivated, passionate and responsive to the client's requirements.Whilst you will enjoy the teamwork environment, you will also relish the opportunity to work autonomously to achieve results.You will have extensive knowledge and experience within the IT Security industry and will have knowledge of a range of consulting and security vendor solution offerings.  Existing sales related certifications with security vendors is highly desirable.",Minimum 2 years experience as a security sales professional with an IT company ORMinimum 5 years experience as a sales professional,"Uncapped commissionGreat environment, with excellent benefits -  e.g. breakfast &amp; on-site gymGrowing, award winning company",0,1,1,Full-time,Not Applicable,Certification,Computer & Network Security,Sales,0
16155,Bankruptcy Specialist,"US, VA, Virginia Beach",,,"Tidewater Finance Co. was established in 1992 for the initial purpose of purchasing, and servicing retail installment contracts. There are two divisions: Tidewater Credit Services, providing indirect consumer retail finance options and Tidewater Motor Credit, providing indirect consumer auto financing. We remain committed to offering a partnership with the dealers and consumers to create a WIN-WIN-WIN situation. Our success relies solely on the success of our dealers and our consumers.Full time positions include the following benefits:40 vacation hours after 6 months of employment, 80 vacation hours after 1 year of employment6 paid holidays as well as an anniversary holiday benefitPaid personal and sick leave after 90 days of employmentFull benefits to include health, dental, life and disability insuranceA 401k plan with a company match after 6 months of employment based upon a quarterly entry dateIncentive bonuses for individual and team goals (certain positions)Bilingual Spanish eligible for differential pay","Tidewater Finance Company, located in Virginia Beach, VA has a full-time position available for a Bankruptcy Specialist. Our mission as a company is: To provide diverse lending solutions for our dealer network while promoting employee integrity, teamwork and an uncompromised level of customer service. Qualified candidates should possess the following characteristics including, but not limited to:Ability to multi-task and work in a fast paced environmentExcellent written and verbal communication skillsMust be able to type with accuracy and speedProficient knowledge of Microsoft Word, Excel, OutlookDetail oriented and well organizedExceptional decision making  and time management skillsTeam oriented and ability to work well independentlyBankruptcy knowledge preferred  ","The duties for this position could include, but are not limited to:Review and prepare proof of claims for Ch. 13 filingsReview and prepare reaffirmation agreements on Ch. 7 casesFollow up on all reaffirmation agreements by calling attorney or pro se debtorProcess Ch.7 and Ch.13 dischargesFile UCC terminationUpdate bankruptcy accounts with credit bureauReview and notating electronic mailAssist as need with any bankruptcy matters","We offer a competitive salary based on experience and a comprehensive benefits package. To apply please visit our website at #URL_06ae9636e61d7ddfc75b7dec9887f7022036b464a1ef22d098f1e03084cd3614# and click on our Careers page.Tidewater Finance Company is an equal opportunity employer in all aspects of employment without regard to race, age, sex (including pregnancy), marital status, religion, disability, genetic information, military status or any other characteristic or status protected by law.  Tidewater Finance Company includes Tidewater Motor Credit and Tidewater Credit Services.",0,1,0,Full-time,Associate,,Financial Services,,0
9938,Collections Specialist,"US, CT, Danbury",,,,"As a Collections Specialist you will be responsible for collection calls and/or correspondence in a fast paced goal oriented collections department.  Must provide excellent customer service regarding collection issues, process customer refunds, process and review account adjustments, resolve client discrepancies and short payments.  You will also be responsible for monitoring and maintaining assigned accounts and accountable for reducing delinquency for assigned accounts. Pay starts at $12.00-$12.50 per hour.",Must pass a criminal background checkMust have a valid drivers licenseMust have reliable transportationMust type 30-35 WPM,"Benefits are offered after a short temporary period at which point the employee will recieve health, dental and 401K. ",0,0,1,Full-time,Entry level,Unspecified,,Customer Service,0
9816,Portuguese speaking Team Leader - Malta   ,"MT, , Sliema ",,10000-20000,,"Job Purpose SummaryTo supervise, manage and motivate a group of International Customer Service Agents ensuring the achievement of key objectives to drive Customer Service and maximize proactive actions within his/her team.Job FunctionsLeading the team in day to day activities and ensuring team (e-mail/Live Chat/Phone) targets are exceeded and quality of service given to customers and internal departments.Leading and managing the proactive actions (outbound contacts) for required market ensuring that all targets are metTo manage the workloads/queues between the inbound and outbound priorities ensuring that the inbound KPI’s are met whilst maximizing the outbound potentialTo work with the marketing functions within the business to build sand grow the brand and profitability of the marketEnsuring that all company, departmental and individual objectives are clearly identified and communicatedManaging team productivity and general productivity adherence / driving the development of team members to maximize performance.Assessing performance and providing constructive feedback to develop and liaising closely with the Training and Quality team regarding team training needsManage all personnel issues in conjunction with company policyLiaising with other departments that have a direct impact on the customer journey (IT/WFP/Marketing etc)Providing status updates/reports to senior management (both scheduled and ad-hoc)To ensure that all company policies/regulations and Maltese laws are complied to at all times (both personally and all direct reports)All other duties as assigned ","Qualifications and Experience Minimum of one (1) year leading a Customer Service team of ten or more people Skills/Competencies RequiredWritten and spoken Portuguese skills at native levelWritten and spoken English at a fluent levelLeadership and Vision – Ability to inspire team with a clear vision and purposeStrong people management skillsAbility to establish, track and meet key performance indicators for the CS staff with regard to quality, efficiency, sales and customer satisfactionStrong customer service focus with the ability to work under pressureAbility to analyse/problem solve and deal with escalated complaintsStrong organizational, interpersonal, oral and written communication skillsAbility to interact with peers, senior management and other departments in a professional manner.​Effective time management skills &amp; a strong sense of initiativeA demonstrated ability to self-motivate, work in teams, and be flexible within a fast-paced and changing environmentVery result driven with good follow-up skills and an ability to manage high workloads and projects towards tight deadlinesA high working knowledge of Microsoft Excel, Word and PowerPoint",,0,0,0,Full-time,Not Applicable,High School or equivalent,Gambling & Casinos,Customer Service,0
15371,Experienced Travel Recruiter,"US, CA, Sacramento",,,"Who are We?Aya Healthcare is a top healthcare staffing organization because of our passionate, creative and talented employees. We have fun while we work and achieve results. We have grown 77% per year for the last 3 years and we are looking for more phenomenal talent to join our team of A-players. What Sets Us Apart?We are obsessive about creating great experiences for our clients and employees which makes us one of the best.  We will go the extra mile to make both our clients and employees happy.  We value our employees, recognize, and reward hard work.  You’re not just another number to us, you’re an important part of our team and we want to invest in you. Who are You?You are self-motivated and strive for resultsYou are just as obsessed as we are about creating great experiences for our clientsYou want to be a part of an organization that values your talentYou think outside the box","Experienced Travel Recruiter Position - Base salary plus commission, 401K with company match, medical benefitsWho are We?Aya Healthcare is a top healthcare staffing organization because of our passionate, creative and talented employees. We have fun while we work and achieve results. We have grown 77% per year for the last 3 years and we are looking for more phenomenal talent to join our team of A-players. What Sets Us Apart?We are obsessive about creating great experiences for our clients and employees which makes us one of the best places to work.  We will go the extra mile to make both our clients and employees happy.  We value our employees, recognize, and reward hard work.  You’re not just another number to us, you’re an important part of our team and we want to invest in you. Who are You?You are self-motivated and strive for resultsYou are just as obsessed as we are about creating great experiences for our clientsYou want to be a part of an organization that values your talentYou think outside the boxWe are currently seeking a qualified individual for a travel recruiter position. The successful candidate will receive complete training and work on a team of motivated, positive and energetic individuals.An Experienced Travel Recruiter is responsible for:Identifying and Recruiting qualified Nurses or Therapists for short-term and long-term assignments.Making outbound calls to potential and existing candidates by telephone and e-mail to qualify them for potential job opportunities. Educating prospective candidates on the benefits of Travel and Local contractsGenerating candidate leads through planning and persistence. Building and maintaining candidate relationships.",The successful candidate will possess:1-5 years Travel Nursing or Travel Therapy staffing experienceExcellent communication skillsLeadership abilityHigh energy levelsA college degree,"What are the Perks?Aggressive compensation for successful recruitersPTO, 401K matchFree medical, dental, life and vision insuranceFree food, snacks, and coffee in our kitchenFree Yoga and Boot camp classesCompany Sponsored Happy Hours and Events Birthday CelebrationsWork/life balance  E.O.E. Hiring Organization: Aya Healthcare",0,1,0,Full-time,,Bachelor's Degree,Staffing and Recruiting,Sales,0
16953,Sales and Marketing team expanding. Hiring immediately,"US, KY, Lexington",,55-125,"LEI Home Enhancements, is an Ohio based company that has been installing windows, siding, doors and decks in homes throughout the Tri-state, Dayton, Indianapolis and Columbus for over seven years.With pride in our work, honesty and integrity in our professionalism and a companywide dedication to customer satisfaction, we offer a wide range of remodeling services to homeowners.Whether your project is large or small, we understand the trust and confidence each customer places in our skilled hands.  That's why we use only superior quality products and exceptional craftsmanship to achieve long-lasting beauty, performance and value for your home.  We take every measure to carefully ensure our craftsman are properly trained in all phases of home improvement.  Likewise, our sales staff and customer service representatives draw upon their years of experience for quality installations.From day one, we will welcome any questions and concerns you may have during the renovation process.  It is our goal to provide you with beautiful and practical home improvements that will stand the test of time, along with the peace of mind that you have made an excellent selection for your home.","LEI is a leading Sales, Marketing and Promotional Company with multiple locations around the country. Here at LEI  we bring together our proven Direct Marketing expertise  that reflect the utmost professional experience for our customers and clients alike. We will continue to expand to several cities in 2014. Our  Sales and Marketing Teams are looking for 10+ Ambitious &amp; Fun individuals to start IMMEDIATELY. We are looking for self-motivated people we can coach and train intensively to work with our clients, to specialize in Sales, Marketing, and Customer Services for our busy promotion campaigns.",The role would require you to excel in:  • Customer interaction and  communications • Client product knowledge  • Major client representation  • Campaign development.,What's in it for you?   -Fantastic earning potential  (base/commission/bonus) -The opportunity to be cross coached in all aspects of Sales &amp; Marketing  -Development of interpersonal skills and confidence  -Chance to gain nationally recognized qualifications  -Advancement based on individual merit and performance  -Rapid progression &amp; Business Development opportunities  -Opportunities for national travel,0,1,0,,,,,Marketing,0
3246,Hiring for Business Analyst,"US, NJ, albany",,,,We are looking for Entry Level Business Analysts/Quality Analysts/Financial Analyst We presently have openings for Business Analysts/Quality Analysts/Financial Analyst and we are looking for fresh BS/MS/IT graduates for our multiple positions of Business Analysts/Quality Analysts/Financial Analyst. ,"Required Skills:*BS/MS in all streams like Computer Science, Information Technology, Engineering, Finance, MBA.*Great communication skills/presentation skills.*Some years of business and system analysis, management, and project planning experience/knowledge.*Ability to communicate business users needs to technical staff.*MS Office: Word, Excel, Powerpoint, Visio*Capable of learning new technology in a fast paced environment.* Send me your resume.",,0,0,0,Contract,,,Information Technology and Services,Information Technology,0
